Frame,Eye State,Pupil Position,Driving Status,Head Rotation,Head Front Tilt,Head Side Tilt
2138,Open,Left,Distracted,Over Right Shoulder,Extreme Front Tilt,Head Top Right & Neck Left
2139,Open,Left,Distracted,Over Right Shoulder,Extreme Front Tilt,Head Top Right & Neck Left
2140,Open,Left,Distracted,Over Right Shoulder,Extreme Front Tilt,Head Top Right & Neck Left
2141,Open,Left,Distracted,Over Right Shoulder,Straight Front Ahead,Straight
2142,Open,Left,Distracted,Over Right Shoulder,Straight Front Ahead,Straight
2143,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
2144,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
2145,Open,Left,Focus,45Degree Right,Straight Front Ahead,Straight
2146,Open,Left,Focus,45Degree Right,Front Tilt,Straight
2147,Closed,Center,Distracted,45Degree Right,Front Tilt,Straight
2148,Closed,Center,Distracted,45Degree Right,Front Tilt,Straight
2149,Closed,Center,Distracted,Center,Front Tilt,Straight
2150,Closed,Center,Distracted,Center,Front Tilt,Straight
2151,Closed,Center,Distracted,Center,Front Tilt,Straight
2152,Open,Center,Focus,Center,Front Tilt,Straight
2153,Open,Center,Focus,Center,Front Tilt,Straight
2154,Open,Center,Focus,Center,Front Tilt,Straight
2155,Open,Center,Focus,Center,Front Tilt,Straight
2156,Open,Center,Focus,Center,Front Tilt,Straight
2157,Open,Center,Focus,Center,Front Tilt,Straight
2158,Open,Center,Focus,Center,Front Tilt,Straight
2159,Open,Center,Focus,Center,Front Tilt,Straight
2160,Open,Center,Focus,Center,Front Tilt,Straight
2161,Open,Center,Focus,Center,Front Tilt,Straight
2162,Open,Center,Focus,Center,Front Tilt,Straight
2163,Open,Center,Focus,Center,Front Tilt,Straight
2164,Open,Center,Focus,Center,Front Tilt,Straight
2165,Open,Center,Focus,Center,Front Tilt,Straight
2166,Open,Center,Focus,Center,Front Tilt,Straight
2167,Open,Center,Focus,Center,Front Tilt,Straight
2168,Open,Center,Focus,Center,Front Tilt,Straight
2169,Open,Center,Focus,Center,Front Tilt,Straight
2170,Open,Center,Focus,Center,Front Tilt,Straight
2171,Open,Center,Focus,Center,Front Tilt,Straight
2172,Open,Center,Focus,Center,Front Tilt,Straight
2173,Open,Center,Focus,Center,Front Tilt,Straight
2174,Open,Center,Focus,Center,Front Tilt,Straight
2175,Open,Center,Focus,Center,Front Tilt,Straight
2176,Open,Center,Focus,Center,Front Tilt,Straight
2177,Open,Center,Focus,Center,Front Tilt,Straight
2178,Open,Center,Focus,Center,Front Tilt,Straight
2179,Open,Center,Focus,Center,Front Tilt,Straight
2180,Open,Center,Focus,Center,Front Tilt,Straight
2181,Open,Center,Focus,Center,Front Tilt,Straight
2182,Open,Center,Focus,Center,Front Tilt,Straight
2183,Open,Center,Focus,Center,Front Tilt,Straight
2184,Open,Center,Focus,Center,Front Tilt,Straight
2185,Open,Center,Focus,Center,Front Tilt,Straight
2186,Open,Center,Focus,Center,Front Tilt,Straight
2187,Open,Center,Focus,Center,Front Tilt,Straight
2188,Open,Center,Focus,Center,Front Tilt,Straight
2189,Open,Center,Focus,Center,Front Tilt,Straight
2190,Open,Center,Focus,Center,Front Tilt,Straight
2191,Open,Center,Focus,Center,Front Tilt,Straight
2192,Open,Center,Focus,Center,Front Tilt,Straight
2193,Open,Center,Focus,Center,Front Tilt,Straight
2194,Open,Center,Focus,Center,Front Tilt,Straight
2195,Open,Center,Focus,Center,Front Tilt,Straight
2196,Open,Center,Focus,Center,Front Tilt,Straight
2197,Open,Center,Focus,Center,Front Tilt,Straight
2198,Open,Center,Focus,Center,Front Tilt,Straight
2199,Open,Center,Focus,Center,Front Tilt,Straight
2200,Open,Center,Focus,Center,Front Tilt,Straight
2201,Open,Center,Focus,Center,Front Tilt,Straight
2202,Open,Center,Focus,Center,Front Tilt,Straight
2203,Open,Center,Focus,Center,Front Tilt,Straight
2204,Open,Center,Focus,Center,Front Tilt,Straight
2205,Open,Center,Focus,Center,Front Tilt,Straight
2206,Open,Center,Focus,Center,Front Tilt,Straight
2207,Open,Center,Focus,Center,Front Tilt,Straight
2208,Open,Center,Focus,Center,Front Tilt,Straight
2209,Open,Center,Focus,Center,Front Tilt,Straight
2210,Open,Center,Focus,Center,Front Tilt,Straight
2211,Open,Center,Focus,Center,Front Tilt,Straight
2212,Open,Center,Focus,Center,Front Tilt,Straight
2213,Open,Center,Focus,Center,Front Tilt,Straight
2214,Open,Center,Focus,Center,Front Tilt,Straight
2215,Open,Center,Focus,Center,Front Tilt,Straight
2216,Open,Center,Focus,Center,Front Tilt,Straight
2217,Open,Center,Focus,Center,Front Tilt,Straight
2218,Open,Center,Focus,Center,Front Tilt,Straight
2219,Open,Center,Focus,Center,Front Tilt,Straight
2220,Open,Center,Focus,Center,Front Tilt,Straight
2221,Open,Center,Focus,Center,Front Tilt,Straight
2222,Open,Center,Focus,Center,Front Tilt,Straight
2223,Open,Center,Focus,Center,Front Tilt,Straight
2224,Open,Center,Focus,Center,Front Tilt,Straight
2225,Open,Center,Focus,Center,Front Tilt,Straight
2226,Open,Center,Focus,Center,Front Tilt,Straight
2227,Open,Center,Focus,Center,Front Tilt,Straight
2228,Open,Center,Focus,Center,Front Tilt,Straight
2229,Open,Center,Focus,Center,Front Tilt,Straight
2230,Open,Center,Focus,Center,Front Tilt,Straight
2231,Open,Center,Focus,Center,Front Tilt,Straight
2232,Open,Center,Focus,Center,Front Tilt,Straight
2233,Open,Center,Focus,Center,Front Tilt,Straight
2234,Open,Center,Focus,Center,Front Tilt,Straight
2235,Open,Center,Focus,Center,Front Tilt,Straight
2236,Open,Center,Focus,Center,Front Tilt,Straight
2237,Open,Center,Focus,Center,Front Tilt,Straight
2238,Open,Center,Focus,Center,Front Tilt,Straight
2239,Open,Center,Focus,Center,Front Tilt,Straight
2240,Open,Center,Focus,Center,Front Tilt,Straight
2241,Open,Center,Focus,Center,Front Tilt,Straight
2242,Open,Center,Focus,Center,Front Tilt,Straight
2243,Open,Center,Focus,Center,Front Tilt,Straight
2244,Open,Center,Focus,Center,Front Tilt,Straight
2245,Open,Center,Focus,Center,Front Tilt,Straight
2246,Open,Center,Focus,Center,Front Tilt,Straight
2247,Open,Center,Focus,Center,Front Tilt,Straight
2248,Open,Center,Focus,Center,Front Tilt,Straight
2249,Open,Center,Focus,Center,Front Tilt,Straight
2250,Open,Center,Focus,Center,Front Tilt,Straight
2251,Open,Center,Focus,Center,Front Tilt,Straight
2252,Open,Center,Focus,Center,Front Tilt,Straight
2253,Open,Center,Focus,Center,Front Tilt,Straight
2254,Open,Center,Focus,Center,Front Tilt,Straight
2255,Open,Center,Focus,Center,Front Tilt,Straight
2256,Open,Center,Focus,Center,Front Tilt,Straight
2257,Open,Center,Focus,Center,Front Tilt,Straight
2258,Open,Center,Focus,Center,Front Tilt,Straight
2259,Open,Center,Focus,Center,Front Tilt,Straight
2260,Open,Center,Focus,Center,Front Tilt,Straight
2261,Open,Center,Focus,Center,Front Tilt,Straight
2262,Open,Center,Focus,Center,Front Tilt,Straight
2263,Open,Center,Focus,Center,Front Tilt,Straight
2264,Open,Center,Focus,Center,Front Tilt,Straight
2265,Open,Center,Focus,Center,Front Tilt,Straight
2266,Open,Center,Focus,Center,Front Tilt,Straight
2267,Open,Center,Focus,Center,Front Tilt,Straight
2268,Open,Center,Focus,Center,Front Tilt,Straight
2269,Open,Center,Focus,Center,Front Tilt,Straight
2270,Open,Center,Focus,Center,Front Tilt,Straight
2271,Open,Center,Focus,Center,Front Tilt,Straight
2272,Open,Center,Focus,Center,Front Tilt,Straight
2273,Open,Center,Focus,Center,Front Tilt,Straight
2274,Open,Center,Focus,Center,Front Tilt,Straight
2275,Open,Center,Focus,Center,Front Tilt,Straight
2276,Open,Center,Focus,Center,Front Tilt,Straight
2277,Open,Center,Focus,Center,Front Tilt,Straight
2278,Open,Center,Focus,Center,Front Tilt,Straight
2279,Open,Center,Focus,Center,Front Tilt,Straight
2280,Open,Center,Focus,Center,Front Tilt,Straight
2281,Open,Center,Focus,Center,Front Tilt,Straight
2282,Open,Center,Focus,Center,Front Tilt,Straight
2283,Open,Center,Focus,Center,Front Tilt,Straight
2284,Open,Center,Focus,Center,Front Tilt,Straight
2285,Open,Center,Focus,Center,Front Tilt,Straight
2286,Open,Center,Focus,Center,Front Tilt,Straight
2287,Open,Center,Focus,Center,Front Tilt,Straight
2288,Open,Center,Focus,Center,Front Tilt,Straight
2289,Open,Center,Focus,Center,Front Tilt,Straight
2290,Open,Center,Focus,Center,Front Tilt,Straight
2291,Open,Center,Focus,Center,Front Tilt,Straight
2292,Open,Center,Focus,Center,Front Tilt,Straight
2293,Open,Center,Focus,Center,Front Tilt,Straight
2294,Open,Center,Focus,Center,Front Tilt,Straight
2295,Open,Center,Focus,Center,Front Tilt,Straight
2296,Open,Center,Focus,Center,Front Tilt,Straight
2297,Open,Center,Focus,Center,Front Tilt,Straight
2298,Open,Center,Focus,Center,Front Tilt,Straight
2299,Open,Center,Focus,Center,Front Tilt,Straight
2300,Open,Center,Focus,Center,Front Tilt,Straight
2301,Open,Center,Focus,Center,Front Tilt,Straight
2302,Open,Center,Focus,Center,Front Tilt,Straight
2303,Open,Center,Focus,Center,Front Tilt,Straight
2304,Open,Center,Focus,Center,Front Tilt,Straight
2305,Open,Center,Focus,Center,Front Tilt,Straight
2306,Open,Center,Focus,Center,Front Tilt,Straight
2307,Open,Center,Focus,Center,Front Tilt,Straight
2308,Open,Center,Focus,Center,Front Tilt,Straight
2309,Open,Center,Focus,Center,Front Tilt,Straight
2310,Open,Center,Focus,Center,Front Tilt,Straight
2311,Open,Center,Focus,Center,Front Tilt,Straight
2312,Open,Center,Focus,Center,Front Tilt,Straight
2313,Open,Center,Focus,Center,Front Tilt,Straight
2314,Open,Center,Focus,Center,Front Tilt,Straight
2315,Open,Center,Focus,Center,Front Tilt,Straight
2316,Open,Center,Focus,Center,Front Tilt,Straight
2317,Open,Center,Focus,Center,Front Tilt,Straight
2318,Open,Center,Focus,Center,Front Tilt,Straight
2319,Open,Center,Focus,Center,Front Tilt,Straight
2320,Open,Center,Focus,Center,Front Tilt,Straight
2321,Open,Center,Focus,Center,Front Tilt,Straight
2322,Open,Center,Focus,Center,Front Tilt,Straight
2323,Open,Center,Focus,Center,Front Tilt,Straight
2324,Open,Center,Focus,Center,Front Tilt,Straight
2325,Open,Center,Focus,Center,Front Tilt,Straight
2326,Open,Center,Focus,Center,Front Tilt,Straight
2327,Open,Center,Focus,Center,Front Tilt,Straight
2328,Open,Center,Focus,Center,Front Tilt,Straight
2329,Open,Center,Focus,Center,Front Tilt,Straight
2330,Open,Center,Focus,Center,Front Tilt,Straight
2331,Open,Center,Focus,Center,Front Tilt,Straight
2332,Open,Center,Focus,Center,Front Tilt,Straight
2333,Open,Center,Focus,Center,Front Tilt,Straight
2334,Open,Center,Focus,Center,Front Tilt,Straight
2335,Open,Center,Focus,Center,Front Tilt,Straight
2336,Open,Center,Focus,Center,Front Tilt,Straight
2337,Open,Center,Focus,Center,Front Tilt,Straight
2338,Open,Center,Focus,Center,Front Tilt,Straight
2339,Open,Center,Focus,Center,Front Tilt,Straight
2340,Open,Center,Focus,Center,Front Tilt,Straight
2341,Open,Center,Focus,Center,Front Tilt,Straight
2342,Open,Center,Focus,Center,Front Tilt,Straight
2343,Open,Center,Focus,Center,Front Tilt,Straight
2344,Open,Center,Focus,Center,Front Tilt,Straight
2345,Open,Center,Focus,Center,Front Tilt,Straight
2346,Open,Center,Focus,Center,Front Tilt,Straight
2347,Open,Center,Focus,Center,Front Tilt,Straight
2348,Open,Center,Focus,Center,Front Tilt,Straight
2349,Open,Center,Focus,Center,Front Tilt,Straight
2350,Open,Center,Focus,Center,Front Tilt,Straight
2351,Open,Center,Focus,Center,Front Tilt,Straight
2352,Open,Center,Focus,Center,Front Tilt,Straight
2353,Open,Center,Focus,Center,Front Tilt,Straight
2354,Open,Center,Focus,Center,Front Tilt,Straight
2355,Open,Center,Focus,Center,Front Tilt,Straight
2356,Open,Center,Focus,Center,Front Tilt,Straight
2357,Open,Center,Focus,Center,Front Tilt,Straight
2358,Open,Center,Focus,Center,Front Tilt,Straight
2359,Open,Center,Focus,Center,Front Tilt,Straight
2360,Open,Center,Focus,Center,Front Tilt,Straight
2361,Open,Center,Focus,Center,Front Tilt,Straight
2362,Open,Center,Focus,Center,Front Tilt,Straight
2363,Open,Center,Focus,Center,Front Tilt,Straight
2364,Open,Center,Focus,Center,Front Tilt,Straight
2365,Open,Center,Focus,Center,Front Tilt,Straight
2366,Closed,Center,Distracted,Center,Front Tilt,Straight
2367,Open,Center,Focus,Center,Front Tilt,Straight
2368,Open,Left,Focus,Center,Front Tilt,Straight
2369,Open,Left,Focus,Center,Front Tilt,Straight
2370,Closed,Left,Distracted,Center,Front Tilt,Straight
2371,Closed,Left,Distracted,Center,Front Tilt,Straight
2372,Closed,Left,Distracted,Center,Front Tilt,Straight
2373,Open,Left,Focus,Center,Front Tilt,Straight
2374,Open,Left,Focus,Center,Front Tilt,Straight
2375,Open,Left,Focus,Center,Front Tilt,Straight
2376,Open,Left,Focus,Center,Straight Front Ahead,Straight
2377,Open,Left,Focus,Center,Straight Front Ahead,Straight
2378,Open,Left,Focus,Center,Straight Front Ahead,Straight
2379,Open,Center,Focus,Center,Straight Front Ahead,Straight
2380,Open,Center,Focus,Center,Straight Front Ahead,Straight
2381,Open,Center,Focus,Center,Straight Front Ahead,Straight
2382,Open,Left,Focus,Center,Straight Front Ahead,Straight
2383,Open,Left,Focus,Center,Straight Front Ahead,Straight
2384,Open,Left,Focus,Center,Straight Front Ahead,Straight
2385,Open,Left,Focus,Center,Straight Front Ahead,Straight
2386,Open,Center,Focus,Center,Straight Front Ahead,Straight
2387,Open,Left,Focus,Center,Straight Front Ahead,Straight
2388,Open,Center,Focus,Center,Straight Front Ahead,Straight
2389,Open,Left,Focus,Center,Straight Front Ahead,Straight
2390,Open,Center,Focus,Center,Straight Front Ahead,Straight
2391,Open,Center,Focus,Center,Straight Front Ahead,Straight
2392,Open,Center,Focus,Center,Straight Front Ahead,Straight
2393,Open,Center,Focus,Center,Straight Front Ahead,Straight
2394,Open,Center,Focus,Center,Straight Front Ahead,Straight
2395,Open,Center,Focus,Center,Straight Front Ahead,Straight
2396,Open,Left,Focus,Center,Straight Front Ahead,Straight
2397,Open,Left,Focus,Center,Straight Front Ahead,Straight
2398,Open,Left,Focus,Center,Straight Front Ahead,Straight
2399,Open,Center,Focus,Center,Straight Front Ahead,Straight
2400,Open,Center,Focus,Center,Straight Front Ahead,Straight
2401,Open,Center,Focus,Center,Straight Front Ahead,Straight
2402,Open,Left,Focus,Center,Straight Front Ahead,Straight
2403,Open,Left,Focus,Center,Straight Front Ahead,Straight
2404,Open,Center,Focus,Center,Straight Front Ahead,Straight
2405,Open,Left,Focus,Center,Straight Front Ahead,Straight
2406,Open,Left,Focus,Center,Straight Front Ahead,Straight
2407,Open,Left,Focus,Center,Straight Front Ahead,Straight
2408,Open,Center,Focus,Center,Straight Front Ahead,Straight
2409,Open,Center,Focus,Center,Straight Front Ahead,Straight
2410,Open,Center,Focus,Center,Straight Front Ahead,Straight
2411,Open,Center,Focus,Center,Straight Front Ahead,Straight
2412,Open,Center,Focus,Center,Straight Front Ahead,Straight
2413,Open,Center,Focus,Center,Straight Front Ahead,Straight
2414,Open,Center,Focus,Center,Straight Front Ahead,Straight
2415,Open,Center,Focus,Center,Straight Front Ahead,Straight
2416,Open,Center,Focus,Center,Front Tilt,Straight
2417,Open,Center,Focus,Center,Front Tilt,Straight
2418,Open,Center,Focus,Center,Front Tilt,Straight
2419,Open,Center,Focus,Center,Front Tilt,Straight
2420,Open,Center,Focus,Center,Front Tilt,Straight
2421,Open,Center,Focus,Center,Front Tilt,Straight
2422,Open,Center,Focus,Center,Front Tilt,Straight
2423,Open,Center,Focus,Center,Front Tilt,Straight
2424,Open,Center,Focus,Center,Front Tilt,Straight
2425,Open,Center,Focus,Center,Front Tilt,Straight
2426,Open,Center,Focus,Center,Front Tilt,Straight
2427,Open,Center,Focus,Center,Front Tilt,Straight
2428,Open,Center,Focus,Center,Front Tilt,Straight
2429,Open,Center,Focus,Center,Front Tilt,Straight
2430,Open,Center,Focus,Center,Front Tilt,Straight
2431,Open,Center,Focus,Center,Front Tilt,Straight
2432,Open,Center,Focus,Center,Front Tilt,Straight
2433,Open,Center,Focus,Center,Front Tilt,Straight
2434,Open,Center,Focus,Center,Front Tilt,Straight
2435,Open,Center,Focus,Center,Front Tilt,Straight
2436,Open,Center,Focus,Center,Front Tilt,Straight
2437,Open,Center,Focus,Center,Front Tilt,Straight
2438,Open,Center,Focus,Center,Front Tilt,Straight
2439,Open,Center,Focus,Center,Front Tilt,Straight
2440,Open,Center,Focus,Center,Front Tilt,Straight
2441,Open,Center,Focus,Center,Front Tilt,Straight
2442,Open,Center,Focus,Center,Front Tilt,Straight
2443,Open,Center,Focus,Center,Front Tilt,Straight
2444,Open,Center,Focus,Center,Front Tilt,Straight
2445,Open,Center,Focus,Center,Front Tilt,Straight
2446,Open,Center,Focus,Center,Front Tilt,Straight
2447,Open,Center,Focus,Center,Front Tilt,Straight
2448,Open,Center,Focus,Center,Front Tilt,Straight
2449,Open,Center,Focus,Center,Front Tilt,Straight
2450,Open,Center,Focus,Center,Front Tilt,Straight
2451,Open,Center,Focus,Center,Front Tilt,Straight
2452,Open,Center,Focus,Center,Front Tilt,Straight
2453,Open,Center,Focus,Center,Front Tilt,Straight
2454,Open,Center,Focus,Center,Front Tilt,Straight
2455,Open,Center,Focus,Center,Front Tilt,Straight
2456,Open,Center,Focus,Center,Front Tilt,Straight
2457,Open,Center,Focus,Center,Front Tilt,Straight
2458,Open,Center,Focus,Center,Front Tilt,Straight
2459,Open,Center,Focus,Center,Front Tilt,Straight
2460,Open,Center,Focus,Center,Front Tilt,Straight
2461,Open,Center,Focus,Center,Front Tilt,Straight
2462,Open,Center,Focus,Center,Front Tilt,Straight
2463,Open,Center,Focus,Center,Front Tilt,Straight
2464,Open,Center,Focus,Center,Front Tilt,Straight
2465,Open,Center,Focus,Center,Front Tilt,Straight
2466,Open,Center,Focus,Center,Front Tilt,Straight
2467,Open,Center,Focus,Center,Front Tilt,Straight
2468,Open,Center,Focus,Center,Front Tilt,Straight
2469,Open,Center,Focus,Center,Front Tilt,Straight
2470,Open,Center,Focus,Center,Front Tilt,Straight
2471,Open,Center,Focus,Center,Front Tilt,Straight
2472,Open,Center,Focus,Center,Front Tilt,Straight
2473,Open,Center,Focus,Center,Front Tilt,Straight
2474,Open,Center,Focus,Center,Front Tilt,Straight
2475,Open,Center,Focus,Center,Front Tilt,Straight
2476,Open,Center,Focus,Center,Front Tilt,Straight
2477,Open,Center,Focus,Center,Front Tilt,Straight
2478,Open,Center,Focus,Center,Front Tilt,Straight
2479,Open,Center,Focus,Center,Front Tilt,Straight
2480,Open,Center,Focus,Center,Front Tilt,Straight
2481,Open,Center,Focus,Center,Front Tilt,Straight
2482,Open,Center,Focus,Center,Front Tilt,Straight
2483,Open,Center,Focus,Center,Front Tilt,Straight
2484,Open,Center,Focus,Center,Front Tilt,Straight
2485,Open,Center,Focus,Center,Front Tilt,Straight
2486,Open,Center,Focus,Center,Front Tilt,Straight
2487,Open,Center,Focus,Center,Front Tilt,Straight
2488,Open,Center,Focus,Center,Front Tilt,Straight
